headline,publisher,date,stock,clean_text,label
Misunderstood RAIT Financial Offers Hidden Upside,Seeking Alpha,1/9/2015 0:00,ABR,misunderstood rait financial offers hidden upside,neutral
Moving Average Crossover Alert: Arbor Realty Trust (ABR) - Tale of the Tape,Zacks,1/8/2015 0:00,ABR,moving average crossover alert arbor realty trust abr     tale tape,negative
Zacks Rank #1 Additions for Wednesday - Tale of the Tape,Zacks,1/7/2015 0:00,ABR,zacks rank     additions wednesday tale tape,negative
Health Care REIT (HCN) Eyes Premium Assets: Time to Hold? - Analyst Blog,Zacks,1/6/2015 0:00,ABR,health care reit hcn eyes premium assets time hold     analyst blog,negative
American Tower Slips to Sell on Downward Estimate Revisions - Analyst Blog,Zacks,12/30/2014 0:00,ABR,american tower slips sell downward estimate revisions analyst blog,positive
Duke Realty Hits 52-Week High on Revenue Upside - Analyst Blog,Zacks,12/26/2014 0:00,ABR,duke realty hits     week high revenue upside analyst blog,neutral
Liberty Sells 4 Orlando Office Properties for $116.8 Million - Analyst Blog,Zacks,12/19/2014 0:00,ABR,liberty sells orlando office properties         million analyst blog,negative
CareTrust REIT Slumps: CTRE Tanks 33.7% in Session - Tale of the Tape,Zacks,12/12/2014 0:00,ABR,caretrust reit slumps ctre tanks        session tale tape,negative
Why Arbor Realty Trust (ABR) Could Shock the Market Soon - Tale of the Tape,Zacks,12/8/2014 0:00,ABR,arbor realty trust abr could shock market soon tale tape,positive
Why the Earnings Streak Will Continue for Arbor Realty Trust (ABR) - Tale of the Tape,Zacks,12/3/2014 0:00,ABR,earnings streak continue arbor realty trust abr     tale tape,neutral
"Lexington Realty Sells Assets, Boosts Capital Recycling - Analyst Blog",Zacks,12/1/2014 0:00,ABR,lexington realty sells assets boosts capital recycling analyst blog,neutral
Why Arbor Realty Trust (ABR) Stock Might be a Great Pick - Tale of the Tape,Zacks,11/28/2014 0:00,ABR,arbor realty trust abr stock might great pick tale tape,neutral
American Tower's Acquisition Spree Drives it to 52-Week High - Analyst Blog,Zacks,11/26/2014 0:00,ABR,american tower acquisition spree drives     week high analyst blog,negative
Ashburton Arranges Private Placements,GuruFocus,11/10/2014 0:00,ABR,ashburton arranges private placements,negative
Artisan Partners (APAM) Falls: Stock Goes Down 5.4% - Tale of the Tape,Zacks,10/29/2014 0:00,ABR,artisan partners apam falls stock goes         tale tape,positive
Zacks Rank #1 Additions for Monday - Tale of the Tape,Zacks,6/30/2014 0:00,ABR,zacks rank     additions monday tale tape,negative
How Arbor Realty Trust (ABR) Stock Stands Out in a Strong Industry - Tale of the Tape,Zacks,5/22/2014 0:00,ABR,arbor realty trust abr stock stands strong industry tale tape,neutral
Annaly Capital to Acquire Net Leased Assets - Analyst Blog,Zacks,5/12/2014 0:00,ABR,annaly capital acquire net leased assets analyst blog,negative
Annaly Q1 Earnings Miss Estimates - Analyst Blog,Zacks,5/8/2014 0:00,ABR,annaly earnings miss estimates analyst blog,positive
My 5 Favorite Dividend Growth Stocks From Last Week,GuruFocus,8/11/2013 0:00,ABR,favorite dividend growth stocks last week,negative
"The Best Yielding Ex-Dividend Stocks on March 1, 2013",GuruFocus,2/28/2013 0:00,ABR,best yielding dividend stocks march        ,neutral
68 Top-Yielding Stocks with Ex-Dividend Date in March 2013,GuruFocus,2/27/2013 0:00,ABR,    top yielding stocks dividend date march     ,negative
These 69 Stocks And Funds Increased Dividends Last Week,GuruFocus,2/24/2013 0:00,ABR,    stocks funds increased dividends last week,negative
Leon Cooperman Buys 2 Real Estate-Related Stocks,GuruFocus,2/8/2013 0:00,ABR,leon cooperman buys real estate related stocks,negative
Zacks #1 Rank Additions for Wednesday - Tale of the Tape,Zacks,1/9/2013 0:00,ABR,zacks     rank additions wednesday tale tape,negative
"Weekly CEO Buys Highlight: FFIN, VOCS, HK, ABR, MPO",GuruFocus,11/19/2012 0:00,ABR,weekly ceo buys highlight ffin vocs abr mpo,negative
"Arbor Realty Trust, Inc. (ABR) CEO Ivan Kaufman buys 30,000 Shares",GuruFocus,11/16/2012 0:00,ABR,arbor realty trust inc abr ceo ivan kaufman buys         shares,negative
"Weekly CEO Buys Highlight: GDOT, VOCS, PES, IRWD, ABR",GuruFocus,11/11/2012 0:00,ABR,weekly ceo buys highlight gdot vocs pes irwd abr,negative
"The Best Stocks with Dividend Growth from Last Week (Nov. 5-11, 2012)",GuruFocus,11/11/2012 0:00,ABR,best stocks dividend growth last week nov             ,neutral
Donald Yacktman Buys 4 New Stocks in Q3,GuruFocus,11/5/2012 0:00,ABR,donald yacktman buys new stocks,negative
Arbor Realty Trust Inc. Reports Operating Results (10-Q),GuruFocus,11/2/2012 0:00,ABR,arbor realty trust inc reports operating results     ,negative
Arbor Realty Offers Shares - Analyst Blog,Zacks,10/5/2012 0:00,ABR,arbor realty offers shares analyst blog,negative
TheStreet Ratings Top 10 Rating Changes,TheStreet.Com,9/24/2012 0:00,ABR,thestreet ratings top     rating changes,negative
TheStreet Ratings Top 10 Rating Changes,webmaster,9/24/2012 0:00,ABR,thestreet ratings top     rating changes,negative
"The Best Stocks With Dividend Growth From Last Week (August 06 - August 12, 2012)",GuruFocus,8/12/2012 0:00,ABR,best stocks dividend growth last week august       august          ,neutral
Arbor Realty Trust Inc. Reports Operating Results (10-Q),GuruFocus,8/3/2012 0:00,ABR,arbor realty trust inc reports operating results     ,negative
"High Dividend and High Insider Buying at Arbor Realty Trust (ABR, KBH, BZH)",Small Cap Network,7/16/2012 0:00,ABR,high dividend high insider buying arbor realty trust abr kbh bzh,neutral
"Weekly CEO Buys Highlight: UTHR, PMC, ABR, AIR, SCHS",GuruFocus,6/23/2012 0:00,ABR,weekly ceo buys highlight uthr pmc abr air schs,negative
"Arbor Realty Trust CEO Ivan Kaufman Bought 30,000 Shares",GuruFocus,6/22/2012 0:00,ABR,arbor realty trust ceo ivan kaufman bought         shares,negative
"Arbor Realty Trust Inc. (ABR) CEO Ivan Kaufman buys 30,000 Shares",GuruFocus,6/20/2012 0:00,ABR,arbor realty trust inc abr ceo ivan kaufman buys         shares,negative
"Arbor Realty Trust Inc. (ABR) CEO Ivan Kaufman buys 25,000 Shares",GuruFocus,6/15/2012 0:00,ABR,arbor realty trust inc abr ceo ivan kaufman buys         shares,negative
Arbor Realty Trust Inc. Reports Operating Results (10-Q),GuruFocus,5/4/2012 0:00,ABR,arbor realty trust inc reports operating results     ,negative
Arbor Realty Trust Inc. Reports Operating Results (10-K),GuruFocus,3/2/2012 0:00,ABR,arbor realty trust inc reports operating results     ,negative
Arbor Realty Trust Inc. Reports Operating Results (10-Q),GuruFocus,11/4/2011 0:00,ABR,arbor realty trust inc reports operating results     ,negative
United Natural (UNFI) Approves New $200M Share Buyback Plan,Zacks,10/9/2017 0:00,ABTL,united natural unfi approves new      share buyback plan,negative
Autobytel Board Authorizes Additional $'.… Million for Share Repurchases,GuruFocus,9/6/2017 0:00,ABTL,autobytel board authorizes additional       million share repurchases,negative
Should You Get Rid of Autobytel (ABTL) Now?,Zacks,8/21/2017 0:00,ABTL,get rid autobytel abtl,negative
"Autobytel to Hold Second Quarter —…–7 Conference CallÂ on Thursday, August ', ...",GuruFocus,7/20/2017 0:00,ABTL,autobytel hold second quarter       conference call thursday august       ,negative
Mettler-Toledo Appoints Elisha Finney to Board of Directors,Zacks,7/10/2017 0:00,ABTL,mettler toledo appoints elisha finney board directors,negative
"Amazon to Open First Utah Fulfilment Center, Add 1.5K Jobs",Zacks,7/6/2017 0:00,ABTL,amazon open first utah fulfilment center add     jobs,negative
Ecommerce Outlook: Growth On-Track Despite Trump Policies,Zacks,7/5/2017 0:00,ABTL,ecommerce outlook growth track despite trump policies,neutral
Amazon to Premiere Niko and the Sword of Light on Jul 21,Zacks,7/5/2017 0:00,ABTL,amazon premiere niko sword light jul,negative
"The Zacks Analyst Blog Highlights: Alibaba, Autobytel, JD.com, PetMed Express and Stamps.com",Zacks,7/3/2017 0:00,ABTL,zacks analyst blog highlights alibaba autobytel com petmed express stamps com,negative
Alibaba & 4 Internet Commerce Peers to Buy Today,Zacks,6/30/2017 0:00,ABTL,alibaba      internet commerce peers buy today,neutral
"Alibaba Expands Lazada Stake, Boosts Southeast Asia Presence",Zacks,6/29/2017 0:00,ABTL,alibaba expands lazada stake boosts southeast asia presence,neutral
"Zacks.com featured highlights: Rocky Brands, Autobytel, Kulicke and Soffa Industries, Hitachi and SK Telecom",Zacks,6/22/2017 0:00,ABTL,zacks com featured highlights rocky brands autobytel kulicke soffa industries hitachi telecom,negative
Alibaba Group Upgraded to Strong Buy on Bright Prospects,Zacks,6/16/2017 0:00,ABTL,alibaba group upgraded strong buy bright prospects,neutral
"Zacks.com featured highlights: PCM, U.S. Concrete, Autobytel and Marcus",Zacks,6/16/2017 0:00,ABTL,zacks com featured highlights pcm concrete autobytel marcus,negative
Bet on 4 High-Flying Stocks With Increasing Cash Flows,Zacks,6/15/2017 0:00,ABTL,bet high flying stocks increasing cash flows,neutral
Autobytel: 5…% Upside in Sight,GuruFocus,5/30/2017 0:00,ABTL,autobytel       upside sight,neutral
Over –.5 Million Vehicles Sold in the U.S. Were Purchased by Autobytel Consumers,GuruFocus,4/25/2017 0:00,ABTL,     million vehicles sold purchased autobytel consumers,negative
Autobytel's (ABTL) CEO Jeff Coats on Q4 2016 Results - Earnings Call Transcript,Seeking Alpha,3/9/2017 0:00,ABTL,autobytel abtl ceo jeff coats        results earnings call transcript,negative
Autobytel Inc. 2016 Q4 - Results - Earnings Call Slides,Seeking Alpha,3/9/2017 0:00,ABTL,autobytel inc            results earnings call slides,negative
Notable earnings after Thursday's close,Seeking Alpha,3/8/2017 0:00,ABTL,notable earnings thursday close,negative
Adirondack Research & Management Inc. ...,GuruFocus,2/8/2017 0:00,ABTL,adirondack research management inc     ,negative
Autobytel (ABTL) Presents At 19th Annual Needham Growth Conference,Seeking Alpha,1/12/2017 0:00,ABTL,autobytel abtl presents annual needham growth conference,negative
Autobytel. The Turnaround Of A Surviving Dot-Com Company,Seeking Alpha,1/11/2017 0:00,ABTL,autobytel turnaround surviving dot com company,neutral
Autobytel sells its specialty finance leads product,Seeking Alpha,12/20/2016 0:00,ABTL,autobytel sells specialty finance leads product,negative
Should You Get Rid of Autobytel (ABTL) Now?,Zacks,12/2/2016 0:00,ABTL,get rid autobytel abtl,negative
Moving Average Crossover Alert: Autobytel (ABTL),Zacks,11/22/2016 0:00,ABTL,moving average crossover alert autobytel abtl,negative
Autobytel's (ABTL) CEO Jeffrey Coats on Q3 2016 Results - Earnings Call Transcript,Seeking Alpha,11/6/2016 0:00,ABTL,autobytel abtl ceo jeffrey coats        results earnings call transcript,negative
Autobytel Inc. 2016 Q3 - Results - Earnings Call Slides,Seeking Alpha,11/4/2016 0:00,ABTL,autobytel inc            results earnings call slides,negative
"Autobytel beats by $0.01, beats on revenue",Seeking Alpha,11/3/2016 0:00,ABTL,autobytel beats         beats revenue,neutral
Notable earnings after Thursday's close,Seeking Alpha,11/2/2016 0:00,ABTL,notable earnings thursday close,negative
Amazon's New Growth Driver,Seeking Alpha,8/26/2016 0:00,ABTL,amazon new growth driver,neutral
Autobytel Inc. 2016 Q2 - Results - Earnings Call Slides,Seeking Alpha,8/7/2016 0:00,ABTL,autobytel inc            results earnings call slides,negative
Autobytel's (ABTL) CEO Jeff Coats on Q2 2016 Results - Earnings Call Transcript,Seeking Alpha,8/7/2016 0:00,ABTL,autobytel abtl ceo jeff coats        results earnings call transcript,negative
Notable earnings after Thursday's close,Seeking Alpha,8/3/2016 0:00,ABTL,notable earnings thursday close,negative
Autobytel's (ABTL) CEO Jeff Coats on Q1 2016 Results - Earnings Call Transcript,Seeking Alpha,5/8/2016 0:00,ABTL,autobytel abtl ceo jeff coats        results earnings call transcript,negative
Notable earnings after Thursday's close,Seeking Alpha,5/4/2016 0:00,ABTL,notable earnings thursday close,negative
Autobytel Confusing On Multiple Levels,Seeking Alpha,4/19/2016 0:00,ABTL,autobytel confusing multiple levels,positive
Autobytel's (ABTL) CEO Jeff Coats on Q4 2015 Results - Earnings Call Transcript,Seeking Alpha,3/10/2016 0:00,ABTL,autobytel abtl ceo jeff coats        results earnings call transcript,negative
"Autobytel beats by $0.09, beats on revenue",Seeking Alpha,3/10/2016 0:00,ABTL,autobytel beats         beats revenue,neutral
TrueCar: Time To Focus On True Long-Term Value,Seeking Alpha,1/8/2016 0:00,ABTL,truecar time focus true long term value,negative
Are These 2 Top Internet Stocks Poised To Break Out?,Investor's Business Daily,12/9/2015 0:00,ABTL,top internet stocks poised break,negative
"4 Top Stocks Show Positive Action, Near Buy Ranges",Investor's Business Daily,12/4/2015 0:00,ABTL,top stocks show positive action near buy ranges,neutral
"Microsoft Rises, Lululemon Falls As Stocks End Month On Down Note",Investor's Business Daily,11/30/2015 0:00,ABTL,microsoft rises lululemon falls stocks end month note,negative
3 Top Stocks Hit Profit-Taking Zone. Time To Sell?,Investor's Business Daily,11/27/2015 0:00,ABTL,top stocks hit profit taking zone time sell,positive
Can Alphabet/Google Make Warren Buffett Model Work?,Investor's Business Daily,10/20/2015 0:00,ABTL,alphabet google make warren buffett model work,negative
Autobytel (ABTL) is in Overbought Territory: What's Next?,Zacks,10/20/2015 0:00,ABTL,autobytel abtl overbought territory next,negative
Universal Insurance Reaches Profit-Taking Zone,Investor's Business Daily,10/16/2015 0:00,ABTL,universal insurance reaches profit taking zone,neutral
"Nasdaq, S&P 500 End Win Streaks; Autobytel Gains",Investor's Business Daily,10/6/2015 0:00,ABTL,nasdaq      end win streaks autobytel gains,neutral
"DuPont Cushions Dow; Chip Stocks, Biotechs Weigh On Nasdaq",Investor's Business Daily,10/6/2015 0:00,ABTL,dupont cushions dow chip stocks biotechs weigh nasdaq,negative
Autobytel (ABTL) in Focus: Stock Rises 5.7% in Session,Zacks,10/6/2015 0:00,ABTL,autobytel abtl focus stock rises       session,neutral
"Stocks Up Big Again; Micron, Netflix, Cisco Lead Nasdaq 100",Investor's Business Daily,10/5/2015 0:00,ABTL,stocks big micron netflix cisco lead nasdaq    ,negative
Amazon: Multi-Year CBS Deal Adds to Prime Video Content,Zacks,10/5/2015 0:00,ABTL,amazon multi year cbs deal adds prime video content,neutral
"Amazon, Facebook Lift Internet Industry Groups",Investor's Business Daily,10/2/2015 0:00,ABTL,amazon facebook lift internet industry groups,negative
Stock End Wild Week With Gains; Google Becomes Alphabet,Investor's Business Daily,10/2/2015 0:00,ABTL,stock end wild week gains google becomes alphabet,neutral
IAC/InterActiveCorp's Tinder Offers Super Like Swipe Globally,Zacks,10/2/2015 0:00,ABTL,iac interactivecorp tinder offers super like swipe globally,negative
Midday Gainers / Losers,Seeking Alpha,10/2/2015 0:00,ABTL,midday gainers losers,negative
Stocks Fight Their Way Back After Bad Start,Investor's Business Daily,10/2/2015 0:00,ABTL,stocks fight way back bad start,positive
Amazon Tests Uber-Like Service for Quicker Deliveries,Zacks,9/30/2015 0:00,ABTL,amazon tests uber like service quicker deliveries,negative
Microsoft Changes Financial Segments Again; Effective FY16,Zacks,9/29/2015 0:00,ABTL,microsoft changes financial segments effective,negative
Google Play Music to Launch Family Plan: Should Apple Worry?,Zacks,9/29/2015 0:00,ABTL,google play music launch family plan apple worry,positive
Amazon Celebrates Emmy Wins with One-Day Prime Fee Sale,Zacks,9/24/2015 0:00,ABTL,amazon celebrates emmy wins one day prime fee sale,neutral
Applied Materials $1.8B Senior Notes Get Moody's A3 Rating,Zacks,9/22/2015 0:00,ABTL,applied materials      senior notes get moody rating,negative
PayPal Makes a Quiet Return to US Online Gambling Market,Zacks,9/17/2015 0:00,ABTL,paypal makes quiet return online gambling market,neutral
Intel's Curie Module Gets Personal with Aeros Sports Bra,Zacks,9/16/2015 0:00,ABTL,intel curie module gets personal aeros sports bra,negative
"Etsy's New Venture to Play Cupid to Manufacturers, Designers",Zacks,9/15/2015 0:00,ABTL,etsy new venture play cupid manufacturers designers,negative
Microsoft Sets Oct 6 for THE Hardware Event: Save the Date,Zacks,9/15/2015 0:00,ABTL,microsoft sets oct hardware event save date,negative
eBay to Offer Free 2-Day Shipping in Germany Via eBay Plus,Zacks,9/14/2015 0:00,ABTL,ebay offer free day shipping germany via ebay plus,negative
AMD Separates Chip Unit from GPU Division; Names Radeon,Zacks,9/11/2015 0:00,ABTL,amd separates chip unit gpu division names radeon,negative
PayPal Expands Seller Protection Policy in 6 Asian Markets,Zacks,9/11/2015 0:00,ABTL,paypal expands seller protection policy asian markets,neutral
Agilent (A) to Acquire Seahorse Bioscience for $235 Million,Zacks,9/10/2015 0:00,ABTL,agilent acquire seahorse bioscience       million,negative
Amazon Expands Prime Now with Restaurant Delivery Service,Zacks,9/9/2015 0:00,ABTL,amazon expands prime restaurant delivery service,negative
Alibaba Group Focuses on Sports with New Business Venture,Zacks,9/9/2015 0:00,ABTL,alibaba group focuses sports new business venture,negative
Amazon Web Services to Acquire Elemental Technologies,Zacks,9/4/2015 0:00,ABTL,amazon web services acquire elemental technologies,negative
Alibaba (BABA) Rolls Out Tmall Vineyard Direct Program,Zacks,9/2/2015 0:00,ABTL,alibaba baba rolls tmall vineyard direct program,negative
Can Google Serve Up More Transparency To Investors?,Investor's Business Daily,8/31/2015 0:00,ABTL,google serve transparency investors,negative
"Google Lands On Goldman's Buy List, Stock Climbs",Investor's Business Daily,8/26/2015 0:00,ABTL,google lands goldman buy list stock climbs,neutral
Amazon Tests Food Delivery; Ups the Ante for GrubHub,Zacks,8/26/2015 0:00,ABTL,amazon tests food delivery ups ante grubhub,negative
"Autobytel (ABTL) Shares March Higher, Can It Continue?",Zacks,8/19/2015 0:00,ABTL,autobytel abtl shares march higher continue,neutral
Autobytel Stock: 3 Reasons Why It Is a Top Choice for Growth Investors,Zacks,8/17/2015 0:00,ABTL,autobytel stock     reasons top choice growth investors,neutral
Microsoft Integrates Microsoft Account & Azure AD Identity,Zacks,8/14/2015 0:00,ABTL,microsoft integrates microsoft account azure identity,negative
"Applied Materials Q3 Earnings In Line, Revenues Fall Short",Zacks,8/14/2015 0:00,ABTL,applied materials earnings line revenues fall short,positive
Autobytel (ABTL) in Focus: Stock Jumps 13.1% in Session - Tale of the Tape,Zacks,8/10/2015 0:00,ABTL,autobytel abtl focus stock jumps        session tale tape,neutral
Autobytel (ABTL) CEO Jeff Coats on Q2 2015 - Earnings Call Transcript,Seeking Alpha,8/6/2015 0:00,ABTL,autobytel abtl ceo jeff coats          earnings call transcript,negative
"Autobytel beats by $0.07, beats on revenue",Seeking Alpha,8/6/2015 0:00,ABTL,autobytel beats         beats revenue,neutral
Notable earnings after Thursday's close,Seeking Alpha,8/5/2015 0:00,ABTL,notable earnings thursday close,negative
Profits Matter: Why This Isn't The Bottom For TrueCar,Seeking Alpha,7/27/2015 0:00,ABTL,profits matter bottom truecar,positive
Autobytel: Expect Volatile Earnings,Seeking Alpha,7/27/2015 0:00,ABTL,autobytel expect volatile earnings,positive
Yahoo (YHOO) 2Q Misses But Turnaround Trends Are Solid - Analyst Blog,Zacks,7/22/2015 0:00,ABTL,yahoo yhoo misses turnaround trends solid analyst blog,positive
4th Annual Gateway Conference to Showcase More Than 80 Growth Companies in San Francisco on ...,GuruFocus,7/21/2015 0:00,ABTL,annual gateway conference showcase     growth companies san francisco    ,negative
Amazon Happy (and Laughing) After Superb Prime Day - Analyst Blog,Zacks,7/17/2015 0:00,ABTL,amazon happy laughing superb prime day analyst blog,negative
"eBay Sheds Enterprise Unit, PayPal Drives Earnings Beat - Analyst Blog",Zacks,7/17/2015 0:00,ABTL,ebay sheds enterprise unit paypal drives earnings beat analyst blog,neutral
Corning Authorizes $2B Share Buyback Ahead of Q2 Earnings - Analyst Blog,Zacks,7/16/2015 0:00,ABTL,corning authorizes share buyback ahead earnings analyst blog,negative
Can Prime Day Sales Boost Amazon's (AMZN) Bottom Line? - Analyst Blog,Zacks,7/14/2015 0:00,ABTL,prime day sales boost amazon amzn bottom line     analyst blog,neutral
Alibaba to Provide Legal Support to its Detained Employee - Analyst Blog,Zacks,7/10/2015 0:00,ABTL,alibaba provide legal support detained employee analyst blog,negative
Automatic Data Processing Gains Traction:Time to Hold? - Analyst Blog,Zacks,7/10/2015 0:00,ABTL,automatic data processing gains traction time hold     analyst blog,neutral
Daily Fantasy Sports Market Gets a New Real Player: Yahoo! - Analyst Blog,Zacks,7/10/2015 0:00,ABTL,daily fantasy sports market gets new real player yahoo     analyst blog,negative
Cisco's $1B Investment to Spur UK Digital Economic Growth - Analyst Blog,Zacks,7/10/2015 0:00,ABTL,cisco investment spur digital economic growth analyst blog,negative
Amazon Offers Personalized 3D Video Game Action Figures - Analyst Blog,Zacks,7/9/2015 0:00,ABTL,amazon offers personalized video game action figures analyst blog,negative
"The Zacks Analyst Blog Highlights: Amazon.com, Autobytel, PetMed Express and Blue Nile - Press Releases",Zacks,7/9/2015 0:00,ABTL,zacks analyst blog highlights amazon com autobytel petmed express blue nile press releases,negative
Groupon Rides on E-Commerce & International Expansion - Analyst Blog,Zacks,7/8/2015 0:00,ABTL,groupon rides commerce international expansion analyst blog,negative
Alibaba Invests in Asian Luxury Flash Sale Website Mei.com - Analyst Blog,Zacks,7/8/2015 0:00,ABTL,alibaba invests asian luxury flash sale website mei com analyst blog,negative
New Strong Buy Stocks for July 8th - Tale of the Tape,Zacks,7/8/2015 0:00,ABTL,new strong buy stocks july tale tape,neutral
Amazon's Santa Claus in July: Prime Day - Analyst Blog,Zacks,7/8/2015 0:00,ABTL,amazon santa claus july prime day analyst blog,negative
Autobytel +4.4%; Barrington starts at Outperform,Seeking Alpha,7/7/2015 0:00,ABTL,autobytel         barrington starts outperform,neutral
Autobytel Boosts Guidance Significantly; Pershing Square Capital Sees Potential In Actavis,GuruFocus,5/22/2015 0:00,ABTL,autobytel boosts guidance significantly pershing square capital sees potential actavis,neutral
Midday Gainers / Losers,Seeking Alpha,5/22/2015 0:00,ABTL,midday gainers losers,negative
"Autobytel Inc (ABTL) Boosts Guidance Significantly, Pershing Square Capital Sees Potential In Actavis plc (ACT)",Small Cap Network,5/22/2015 0:00,ABTL,autobytel inc abtl boosts guidance significantly pershing square capital sees potential actavis plc act,neutral
Autobytel: Google Rollout Of New Mobile Auto Ad Formats May Impact Leads,Seeking Alpha,5/18/2015 0:00,ABTL,autobytel google rollout new mobile auto formats may impact leads,positive
Falling Earnings Estimates Signal Weakness Ahead for Autobytel (ABTL) - Tale of the Tape,Zacks,5/13/2015 0:00,ABTL,falling earnings estimates signal weakness ahead autobytel abtl     tale tape,positive
Autobytel (ABTL) CEO Jeff Coats on Q1 2015 - Earnings Call Transcript,Seeking Alpha,5/9/2015 0:00,ABTL,autobytel abtl ceo jeff coats          earnings call transcript,negative
Notable earnings after Thursday's close,Seeking Alpha,5/6/2015 0:00,ABTL,notable earnings thursday close,negative
"The Zacks Analyst Blog Highlights: Amazon.com, Alibaba, Groupon and Autobytel - Press Releases",Zacks,5/4/2015 0:00,ABTL,zacks analyst blog highlights amazon com alibaba groupon autobytel press releases,negative
Amazon.com Inc. Gets Serious About Minding Your Business! - Analyst Blog,Zacks,5/1/2015 0:00,ABTL,amazon com inc gets serious minding business     analyst blog,negative
Garmin (GRMN) Misses Q1 Earnings & Revenues Estimates - Analyst Blog,Zacks,4/30/2015 0:00,ABTL,garmin grmn misses earnings revenues estimates analyst blog,positive
"Apple (AAPL) Tops Q2 Earnings on Solid iPhone, Mac Sales - Analyst Blog",Zacks,4/28/2015 0:00,ABTL,apple aapl tops earnings solid iphone mac sales analyst blog,neutral
Strength Seen in Amazon.com (AMZN): Stock Soars 14.1% - Tale of the Tape,Zacks,4/27/2015 0:00,ABTL,strength seen amazon com amzn stock soars          tale tape,neutral
Top Chinese Stock Autohome Nears Possible Breakout,Investor's Business Daily,4/24/2015 0:00,ABTL,top chinese stock autohome nears possible breakout,negative
Hubbell's (HUB.B) Q1 Earnings & Revenues Beat Estimates - Analyst Blog,Zacks,4/24/2015 0:00,ABTL,hubbell hub earnings revenues beat estimates analyst blog,neutral
"Autobytel (ABTL) Shares March Higher, Can It Continue? - Tale of the Tape",Zacks,4/23/2015 0:00,ABTL,autobytel abtl shares march higher continue     tale tape,neutral
Will Google's Android Wear Hit Apple Watch Frenzy? - Analyst Blog,Zacks,4/21/2015 0:00,ABTL,google android wear hit apple watch frenzy     analyst blog,negative
Lam Research (LRCX) Q3 Earnings Beat on Higher Revenues - Analyst Blog,Zacks,4/21/2015 0:00,ABTL,lam research lrcx earnings beat higher revenues analyst blog,neutral
Gaiam Inc. (GAIA) in Focus: Stock Jumps 5% - Tale of the Tape,Zacks,4/21/2015 0:00,ABTL,gaiam inc gaia focus stock jumps       tale tape,neutral
My Top Internet Software & Services Stocks For 2015,Seeking Alpha,4/17/2015 0:00,ABTL,top internet software services stocks     ,negative
Can Etsy Jibe with Wall Street? - Analyst Blog,Zacks,4/16/2015 0:00,ABTL,etsy jibe wall street     analyst blog,negative
Amazon Prime Instant Video to Offer Orphan Black for Free - Analyst Blog,Zacks,4/16/2015 0:00,ABTL,amazon prime instant video offer orphan black free analyst blog,negative
Alibaba to Merge Tmall Online Pharmacy & Alibaba Health - Analyst Blog,Zacks,4/15/2015 0:00,ABTL,alibaba merge tmall online pharmacy alibaba health analyst blog,negative
"Amazon India Partners Xiaomi, Flipkart Loses Exclusivity - Analyst Blog",Zacks,4/13/2015 0:00,ABTL,amazon india partners xiaomi flipkart loses exclusivity analyst blog,negative
Google Plans Ad-Free YouTube Monthly Subscription - Analyst Blog,Zacks,4/9/2015 0:00,ABTL,google plans free youtube monthly subscription analyst blog,negative
Amazon Offers A Colorful Way to De-Stress This Earnings Season - Analyst Blog,Zacks,4/8/2015 0:00,ABTL,amazon offers colorful way stress earnings season analyst blog,negative
CarMax Looks To Stay In High Gear With Q4 Results,Investor's Business Daily,3/31/2015 0:00,ABTL,carmax looks stay high gear results,neutral
"eBay Enterprise, Modmerica Group Strike a Partnership - Analyst Blog",Zacks,3/30/2015 0:00,ABTL,ebay enterprise modmerica group strike partnership analyst blog,negative
eBay's PayPal to Pay $7.7M for Violating Treasury Sanctions - Analyst Blog,Zacks,3/26/2015 0:00,ABTL,ebay paypal pay      violating treasury sanctions analyst blog,negative
Stamps.com (STMP) in Focus: Stock Moves 16.3% Higher - Tale of the Tape,Zacks,3/26/2015 0:00,ABTL,stamps com stmp focus stock moves        higher tale tape,neutral
eBay Adds 2 Independent Directors Ahead of PayPal Spin-off - Analyst Blog,Zacks,3/24/2015 0:00,ABTL,ebay adds independent directors ahead paypal spin analyst blog,negative
Why Autobytel (ABTL) Could Be Positioned for a Surge? - Tale of the Tape,Zacks,3/18/2015 0:00,ABTL,autobytel abtl could positioned surge     tale tape,neutral
Amazon Making St Patrick's Day Deals - Analyst Blog,Zacks,3/16/2015 0:00,ABTL,amazon making patrick day deals analyst blog,negative
Strength Seen in Wayfair (W): Stock Adds 8.6% in Session - Tale of the Tape,Zacks,3/16/2015 0:00,ABTL,strength seen wayfair stock adds       session tale tape,neutral
Microsoft and Cisco Collaborate to Target Cloud Vendors - Analyst Blog,Zacks,3/13/2015 0:00,ABTL,microsoft cisco collaborate target cloud vendors analyst blog,negative
Priceline Prices Senior Notes Again; Moody's Rates as Baa1 - Analyst Blog,Zacks,3/12/2015 0:00,ABTL,priceline prices senior notes moody rates baa     analyst blog,negative
"Alibaba (BABA) to Invest $200M in Mobile App, Snapchat - Analyst Blog",Zacks,3/12/2015 0:00,ABTL,alibaba baba invest      mobile app snapchat analyst blog,negative
Resonant Shares Spike on Second Customer Announcement - Analyst Blog,Zacks,3/10/2015 0:00,ABTL,resonant shares spike second customer announcement analyst blog,negative
PayPal to Acquire Cyber Security Firm CyActive for $60M - Analyst Blog,Zacks,3/9/2015 0:00,ABTL,paypal acquire cyber security firm cyactive     analyst blog,negative
